firma,street,plz,city,country,country_code,local_phone_number,anrede,vorname,nachname
Grill & Partyservice Karl Peters,Buchenstraße 25,49808,Lingen (Ems),DE,49,1744891637,,,
"Heinz Frühstücks-Service, Inhaberin: Andrea Brückner",Morsumer Straße 4,28277,Bremen,DE,49,1605539060,,,
Fleischerei & Partyservice Schwella GbR,Markt 14,3185,Peitz,DE,49,1737904898,,,
Zur Alten Ziegelei,Burgholzstr. 45,70376,Stuttgart-Münster,DE,49,1748680893,,,
Gasthaus Waldwinkel Inhaberin: Krystyna Mudlaff,Debstedter Straße 46,27619,Wehden,DE,49,1608108262,,,
"Kolpinghaus Höntrop, Inhaber: Sascha Vincon",Wattenscheider Hellweg,76,Bochum,DE,49,48150503,,,
"Restaurant Am Ankerplatz, Melanie Hein & Birgit Giese GbR",Fischerkai 1,25761,Büsum,DE,49,381799597885,,,
"Gaststätte - Gästehaus Balzer, Inh. Carmen Schwartz",Inh. Carmen Schwartz 49,35043,Marburg - Schröck,DE,49,1797516879,,,
Landhaus Ohnesorg,Jupiterstraße 7,87484,Nesselwang,DE,49,9732080176,,,
"Ristorante Paganini, Inhaber: Domenico Giorgi",Langestraße 92,76530,Baden-Baden,DE,49,1761593286,,,
"Zur Hermsdorfer Mühle, Inh. Caterina Krasselt",Hermsdorfer Straße 21,4654,Frohburg / OT Frauendorf,DE,49,1793269303,,,
"Restaurant Weserterrassen, Inh. Prof. Dr. Klaus Hübotter",Weserblick 6,28832,Achim,DE,49,1785588236,,,
Restaurant El Greco,Königsberger Str. 1,55765,Birkenfeld,DE,49,1729708212,,,
"Treffpunkt Kaiserhafen e. K., Inhaber: Martin Benecke",Franziusstraße 92 (Alter Bananenpier),27568,Bremerhaven,DE,49,1744357877,,,
"Schreberklause Karlsruhe, Inhaber: Argirios Giannikis",Im Breitbarts-Brüchle (Gewann) 1,76227,Karlsruhe,DE,49,1798314656,,,
Familien-Restaurant Koller,Perlesreuter Strasse 5,94160,Ringelai,DE,49,7947547173,,,
Salzstangerlheuriger,Badener Straße 11,2544,Leobersdorf,DE,49,1746599330,,,
Shan Dong,Lutherstr. 1,34117,Kassel,DE,49,1799958323,,,
"Internationale Angelgeräte, Inhaber: Frank Tetzlaff",Zeppelinstraße 3,6130,Halle,DE,49,4554601152,,,
Rush Hour Strip Club,Trautenaustr. 23,10717,Berlin,DE,49,1756275629,,,
Eventagentur Events & Verleih Anna Filimonova,Oberheidter Str. 65,42349,Wuppertal,DE,49,1785116376,,,
Märchenwald Sambachshof,Sambachshof 1,97631,Bad Königshofen,DE,49,1605275403,,,
Amperpark GmbH,Siedlerstraße 17,82275,Emmering,DE,49,1181037,,,
Kling Automaten GmbH,Ziegeleistrasse 26,88255,Baindt,DE,49,1723376589,,,
Bobbolino Kinderwelt Düsseldorf Rath,Bochumer Straße 89,40472,Düsseldorf,DE,49,1757604319,,,
KINDERWELT REGENBOGEN GmbH,Daimlerstraße 9,63165,Mühlheim am Main,DE,49,1793845760,,,
"Reit- und Kutschtouristik Rainer Ortlepp, Inhaber Rainer Ortlepp",Friedrichstr. 19/21,99894,Friedrichroda,DE,49,411734938488,,,
Modellbau Großrinderfeld,Unteres Tor 8,97950,Großrinderfeld,DE,49,1781782228,,,
Reitanlage Hof Timm,Friedrich-Ebert-Str. 110,22848,Norderstedt,DE,49,1524306621,,,
Ponyhof Mormann,Herkentrup 8,48329,Havixbeck,DE,49,1523720910,,,
"Ausbildungsstall Jochen Leicht, Inhaber: Jochen Leicht",Eisendorferstraße 21,85567,Grafing,DE,49,1524588703,,,
Dressurausbildungsstall Wieger de Boer,Niendorfer Straße 26,22848,Norderstedt,DE,49,1731750547,,,
Reiterhof Marten,Kalberkamp 18,31863,Coppenbrügge / Diedersen,DE,49,1730079372,,,
"Reitstall Heckel, Henry und Hardy Heckel",Reichenbacher Straße 31b,8485,Lengenfeld,DE,49,1759703690,,,
AQUASPORT Ulfers,In den Schneckengärten 5,74343,Sachsenheim,DE,49,1781862827,,,
"Injoy Annaberg, Fritz & Auermann GbR",Karlsplatz 2,9456,Annaberg-Buchholz,DE,49,1725830261,,,
Ballettschule Freese-Baus,Bernwardstr. 11,31134,Hildesheim,DE,49,7907849176,,,
efa GmbH & Co. KG,Römerweg 14,78727,Oberndorf a.N.,DE,49,1770188730,,,
Taucher Knoth (Nachf.) GmbH & Co. KG,Roßweg 6 - 8,20457,Hamburg,DE,49,1704229955,,,
"Kanuverleih Paddel-Paul, Tobias Schnuchel",Dorfstraße 1,17252,Roggentin (Ortsteil Schillersdorf),DE,49,1524956559,,,
Kurt Arens GmbH,Beethovenstrasse 33,66111,Saarbrücken,DE,49,1721367158,,,
Kredit-Markt,81737,München,Bayern,DE,49,1706006665,,,
huber-recht.com,Möslestraße 1,79117,Freiburg,DE,49,231756702421,,,
Wagler Fachanwälte,Kronachallee 8,96317,Kronach,DE,49,1741082559,,,
Hornberg Pflege GmbH,Dornberger Str. 517,33619,Bielefeld,DE,49,1750858319,,,
Sachverständigenbüro Blum - Immowert,Krummer Weg 35,72762,Reutlingen,DE,49,1731325900,,,
Ingenieur- & Sachverständigenbüro Dipl.-Ing. Dirk Jaegermann,Sigmaringer Strasse 36,70567,Stuttgart,DE,49,1729162631,,,
"Kfz-Sachverständigenbüro Rolf Dieter Dannehl, Inhaber: Herr Rolf Dieter Dannehl",Am Schiffbeker Berg 8,22111,Hamburg-Billstedt,DE,49,1526886490,,,
Eis Die KFZ-Sachverständigen GmbH,Alsstraße 192,41063,Mönchengladbach,DE,49,141724466131,,,
Dipl. - Ing. Thomas Graul,Steinauerstraße 1,40721,Hilden,DE,49,1721664102,,,
Architekturbüro Heide Rückheim,Schloss Heuchlingen,74177,Bad Friedrichshall,DE,49,1765987139,,,
"Büro für Kunst- und Hausratschätzung, Inh. Dr. Rainer Stüwe",Köhlerwaldweg 2a,69259,Wilhelmsfeld,DE,49,1759288859,,,
Kfz-Sachverständigenbüro Ernst Otto Reh,Lindenstockstraße 1,57299,Burbach-Wahlbach,DE,49,3875570179,,,
Petra Jendrian Steuerberaterin,Loheide 44,33609,Bielefeld,DE,49,1521575776,,,
acarius Steuerberatungsgesellschaft mbH,Bohnhof 4,38259,Salzgitter,DE,49,1733827293,,,
Renaud & Hellenbroich Steuerberater,Maybachstraße 15,74182,Obersulm-Affaltrach,DE,49,1733794465,,,
Dipl.-Volksw. Peter Burkhardt Steuerberater,Poststr. 27,77971,Kippenheim,DE,49,1521412868,,,
Burggraf Steuerberater,Frauentalstraße 12,89407,Dillingen,DE,49,1146450175,,,
Assekuranzmakler Schönfeld GmbH,Unterwittbacher Straße 25,97892,Kreuzwertheim,DE,49,8817710175,,,
VSB Versicherungsservice Bantel,Furtbergstr. 106,71665,Vaihingen,DE,49,571779066239,,,
Praxis für Nuklearmedizin Dr. med. Monika Heimann,Kaiserstraße 14,51145,Köln,DE,49,2865745173,,,
Klinikum Nordfriesland gGmbH,Erichsenweg 16,25813,Husum,DE,49,1744733291,,,
Dr. med. Katharina Schieke,Schiffbauerdamm 6/7,10117,Berlin,DE,49,1759961600,,,
"Residenz Klingberg, Inh. Andrea Wohlgemuth",Gärtnerstraße 85,23684,Scharbeutz-Klingberg,DE,49,759473173,,,
"Rebo-Heimbetreuungs GmbH, Altenpflegeheim Haus Gloria",Lothringer Str. 21a,44805,Bochum-Gerthe,DE,49,1606815220,,,
Senioren-Residenz Am Kurpark GmbH,Bahnhofstrasse 7,31542,Bad Nenndorf,DE,49,1722388559,,,
Senioren- und Therapiezentrum Eichenhof GmbH,Segeberger Straße 48b,23617,Stockelsdorf,DE,49,1769328901,,,
Altenheim St. Raphael der Barmherzigen Brüder,Forellenweg 3,61462,Königstein,DE,49,1735232585,,,
Pflege on Tour Peter Brill,Prenzlauer Allee 211,10405,Berlin,DE,49,1708789896,,,
Pflegezentrum Vitalis GmbH,Hauptstraße 51,37339,Berlingerode,DE,49,1794829113,,,
Alternative Altenhilfe GmbH,Seestr. 65,82211,Breitbrunn,DE,49,1765940143,,,
Cyriakus-Apotheke oHG,Wasserstr. 2,47652,Weeze,DE,49,1727314298,,,
"Apotheke am Brand, Dr. Klaus Albers e.Kfm.",Am Brand 28,55116,Mainz,DE,49,1602231364,,,
Sophien-Arzneimittel GmbH,Handwerkerstraße 2a,56070,Koblenz,DE,49,476026170,,,
"Schwachhausen-Apotheke, Uta Reiner e.K.",Schwachhauser Heerstr. 101,28211,Bremen,DE,49,577757177,,,
VITRON Spezialwerkstoffe GmbH,Am Naßtal 5,7751,Jena - Maua,DE,49,511603035044,,,
Robert Helwig GmbH,Zum Technologiepark 6,15711,Königs Wusterhausen,DE,49,1600603573,,,
Wiesmaier & Wittmann Dental-Labor OHG,Euckenstraße 17,81369,München,DE,49,1744418970,,,
"Beiner Medizintechnik, Inhaber: Stephan Beiner",Virchowstr. 7a,76829,Landau,DE,49,1778884403,,,
Speedy Reha-Technik GmbH,Habichtsweg 7a,33129,Delbrück,DE,49,1781666429,,,
dantschke Medizintechnik GmbH & Co. KG,Apelsteinallee 3,4416,Markkleeberg,DE,49,1748427035,,,
Dr. K. Hollborn & Söhne GmbH & Co. KG,Brahestr. 13,4347,Leipzig,DE,49,1787505936,,,
Sanitätshaus Orthen GbR,Bertolt-Brecht-Str. 2,9217,Burgstädt,DE,49,261740640158,,,
Boyd Corporation GmbH,Rudolf-Diesel-Straße 17,28857,Syke,DE,49,1748840330,,,
"Kontaktlinsenstudio FASSUNGSLOS, Inhaber: Jürgen Schroedel",Karl-Marx-Straße 100,12043,Berlin,DE,49,1782168756,,,
Altstadt-Optik UG,Ahstr. 2-4,45879,Gelsenkirchen,DE,49,1605399696,,,
"Karl Böhler e.K., Inhaberin: Birgit Buchter",Karlstraße 25,88250,Weingarten,DE,49,1795628325,,,
Augenärzte Kudamm 54,Kurfürstendamm 54,10707,Berlin-Charlottenburg,DE,49,1745146198,,,
"Praxis für Ergotherapie lebenswert, Inhaberin: Kerstin Ellinger",Jungfernstieg 16,25704,Meldorf,DE,49,1520513003,,,
Ergotherapie Julia Sternheimer,Baslerstrasse 78a,79540,Lörrach,DE,49,1744475300,,,
Praxis für Ergotherapie Elisabeth Kubler,Robert-Koch-Str. 13,77815,Bühl,DE,49,1703918081,,,
Praxis für Ergotherapie Kathrin Kenzler,Am Margaretenhof 26,19057,Schwerin,DE,49,1763343742,,,
Erfahre dich – Anna Gabriss-Cordsen,Hollerstraße 33,24782,Büdelsdorf,DE,49,1709464008,,,
Praxis für Ergotherapie Ulla Conrad,Gustav - Staude - Straße 6,6132,Halle / Saale,DE,49,1609546526,,,
Praxis für Ergotherapie Yvonne Robert,Berliner Straße 11,15711,Königs Wusterhausen,DE,49,1794115268,,,
Bechtold Jennifer Praxis für Ergotherapie,Seestraße 14,78652,Deißlingen,DE,49,1797062323,,,
Praxis für Ergotherapie Anna Grobe,Karlstraße 10,59755,Arnsberg,DE,49,1781424979,,,
Praxis für Ergotherapie Sabine Roskopf,Drimbornshof 3,52249,Eschweiler,DE,49,7166393172,,,
Dr. med. Brigitte Bock,Ostendstraße 229,90482,Nürnberg,DE,49,1764673896,,,
Hebamme Karen Wende,Greifswalder Weg 23,65931,Frankfurt,DE,49,1746321114,,,
Logopädische Praxis Al-Rubei,Manfred-von-Richthofen-Str. 10,12101,Berlin,DE,49,1794404244,,,
Institut Lebendige Aromakunde,Hilssteig 40,14163,Berlin,DE,49,1720991515,,,
TRIADE Kunsttherapie im Forum Kreuzberg Günther Fekl,Köpenicker Straße 173,10997,Berlin,DE,49,1700435109,,,
Naturheilpraxis Ehrenfeld Astrid Winter,Leostraße 31,50823,Köln,DE,49,1778855302,,,
Naturheilpraxis Christa Kunz,Hagenwiesestr. 18,70599,Stuttgart,DE,49,1763490618,,,
Naturheilpraxis Hartmut Schwarz,Im Amseltal 32,13465,Berlin,DE,49,1522839590,,,
Gemeinschaftspraxis Hedda und Wolfgang Rühle,Sybelstraße 13,10629,Berlin,DE,49,1523280302,,,
Naturheilpraxis Heidrun Klink,Gruppenstraße 24,75334,Straubenhardt,DE,49,8675098177,,,
HÖRKNÖR,Hochstraße 99,42105,Wuppertal,DE,49,1781999791,,,
Hörzentrum Denkert GmbH,Opernstr. 8,34117,Kassel,DE,49,1764431222,,,
Hörgeräte und Augenoptik Bagus GmbH & Co. KG,Bochumer Straße 40,45276,Essen,DE,49,1747123165,,,
"Hörakustik Kufs, Inhaberin: Silvia Kufs",Wilhelm-Külz-Straße 32,4552,Borna,DE,49,1727710652,,,
Hypnoseinstitut Köln - Hypnosetherapeut Simon Brocher,Brüsseler Str. 31,50674,Köln,DE,49,1746311657,,,
Hypnoseinstitut Bremen - Hypnosetherapeut Ewald Pipper,Am Dillenkamp 2,28777,Bremen,DE,49,1703032715,,,
Hypnose am See,Bahnhofstr. 31,8280,Kreuzlingen,DE,49,1788365682,,,
Tabeas Pflegedienst GmbH,Lise-Meitner-Straße 6,31515,Wunstorf,DE,49,1758160493,,,
Ambulanter Pflegedienst Käte Brüning GmbH,Am Markt 5,26529,Marienhafe,DE,49,1792923654,,,
"Ambulanter Pflegedienst SABA VITA, Inhaberin: Samira Babayeva",Seelandstr. 1,23569,Lübeck,DE,49,1706464093,,,
"Beeck - Ambulanter Pflegedienst, Inhaberin: Mandy Beeck",Kastanienweg 4,25727,Frestedt,DE,49,1740431203,,,
St. Anna-Stift gGmbH,Bruchspitze 1,44803,Bochum,DE,49,1608166615,,,
Ambulanter Pflegedienst Strempel,Kasseler Strasse 8,34246,Vellmar,DE,49,1739205846,,,
City Sozial GmbH Hauskrankenpflege,Schwarzheider Straße 13,12627,Berlin,DE,49,1769394623,,,
Pflege & Beatmungswohngemeinschaft GmbH,Am Sengelsberg 10,57319,Bad Berleburg,DE,49,1740095489,,,
Senioren Pflege- und Behindertenheim Haus Tannenberg GmbH,Haisterbacherstr. 31,64711,Erbach,DE,49,1783254909,,,
Pflegedienst Hirschfeld,Lambertstraße 31,44581,Castrop-Rauxel,DE,49,1775532938,,,
Kawhom Thaimassage Stuttgart,Augsburger Str. 670,70329,Stuttgart,DE,49,1797298208,,,
"Göz - Das Auge, c/o Maritim Hotel Dresden",Devrientsstr. 10/12,1067,Dresden,DE,49,1720124439,,,
Klang- und Energiehäusle Weinmann,Marienstr. 17/1,70794,Filderstadt,DE,49,1766975145,,,
"Tukta Thaimassage, Inh. Frau Angkhana Bendig",Forststr. 12,70771,Leinfelden-Echterdingen,DE,49,1747792045,,,
Iris Massagen,Plönzeile 16,12459,Berlin Köpenick,DE,49,1786018329,,,
Einzig-Nicht-Artig,Rheinstrasse 38,65185,Wiesbaden,DE,49,1701121367,,,
GEN-IAL GmbH,Heuserweg 13-15,53842,Troisdorf,DE,49,1794983712,,,
Milchkristalle GmbH,Occamstraße 9,80802,München,DE,49,1790233737,,,
NeuroNet® GmbH,Parkstraße 23,66606,St. Wendel,DE,49,1791291550,,,
Orthopädie-Schuhtechnik Dönau,Kreuzstr. 14c,38300,Wolfenbüttel,DE,49,1768958196,,,
Sanitätshaus Kupfer GmbH & Co. KG,Richard-Köberlin-Str. 1,4720,Döbeln,DE,49,825501178,,,
"Aulenkamp Orthopädie -Schuhtechnik, Inhaber: Adrian Walkhofer-Liß",Worringer Platz 16,40210,Düsseldorf,DE,49,1763033778,,,
Orthopädie - Schuhtechnik Ernet,Bergertorwall 6,32052,Herford,DE,49,1780964335,,,
Orthopädie-Einlagen Reinemer,Köhlstraße 17,65205,Wiesbaden,DE,49,1749505873,,,
Jacob Böhme Orthopädie-Schuhmacher GmbH,Neue Jakobstr. 5,10179,Berlin,DE,49,1761518304,,,
Sanitätshaus Behm GmbH,Karl-Weysser-Straße 14,76227,Karlsruhe,DE,49,4161390176,,,
Orthopädieschuhmachermeister Denis Brandt,Oberbaustr. 23,17087,Altentreptow,DE,49,1700278955,,,
reAKTIV Tegernsee,Tegernseerstraße 104,83700,Rottach-Weissach,DE,49,1758960013,,,
BrandesPhysio - Physiotherapie & Osteopathie,Ackerstraße 7,29331,Lachendorf,DE,49,1773830636,,,
Krankengymnastik am Weinberg,Am Weinberg 29,23858,Reinfeld,DE,49,1758362278,,,
Physiotherapie Praxis Wik · Krankengymnastik · Massage,Flensburger Str. 22,24106,Kiel,DE,49,1746889467,,,
Physiotherapie Annett Giersberg,Physiotherapie Annett Giersberg,6366,Köthen (Anhalt),DE,49,1792510425,,,
Physiotherapie Daniel Richter,Amsterdamer Str. 8,6128,Halle (Saale),DE,49,551524012072,,,
Physiotherapie Susanne Nicolas,Asbacher Straße 69-73,53545,Linz am Rhein,DE,49,1753960988,,,
Physiotherapie Anke Habermann,Weberstr. 49,39576,Stendal,DE,49,1524212731,,,
Therapeuten-Team auf der Uhlenhorst,Heinrich-Hertz-Straße 90,22085,Hamburg,DE,49,1751139871,,,
Praxis Beate-Arnhild Gerhard,"Zeppelinstraße 47a, Etage3",14471,Potsdam,DE,49,541722862907,,,
Dr. med. Hannelore Kirstein,Beim Priggenkamp 5,21680,Stade,DE,49,1776591271,,,
"Inka Domnick Supervision, Coaching, Teamentwicklung",Mariborer Straße 8,35037,Marburg,DE,49,1762774353,,,
"Praxis für Kinder- und Jugendlichen-Psychotherapie, Dr. phil. Helene Timmermann",Sophienallee 24,20257,Hamburg,DE,49,1759042159,,,
Dipl.-Psychologe Wolfgang Beckert,Blumenstr. 11,76467,Bietigheim,DE,49,1768576761,,,
Radiologie im Kapuzinerkarree,Alter Posthof 14,52062,Aachen,DE,49,1707053173,,,
BoGeTec GmbH,Haldenstrasse 10,88515,Langenenslingen,DE,49,1750326921,,,
RehaKlinikum Bad Säckingen GmbH,Bergseestraße 61,79713,Bad Säckingen,DE,49,1720835865,,,
"Pilates Studio Hamburg, Inhaberin: Christiane Schorpp",Landwehr 11-13,22087,Hamburg,DE,49,1748810974,,,
Nordseesanatorium Marienhof,Am Golfplatz 9a,25938,Wyk auf Föhr,DE,49,791757039329,,,
Tierheilpraxis Jacqueline Hawighorst,Niermeyersweg 47,49479,Ibbenbüren,DE,49,1733639224,,,
Tierarztpraxis Gabrin,Im Eichberg 1,79802,Dettighofen,DE,49,1706768422,,,
dogsphysio – die Praxis für Hunde-Physiotherapie,Hammerbach 3,83229,Aschau im Chiemgau,DE,49,1790727493,,,
Tierärztliche Praxis Solveigh von Jordans,Winfriedstr. 56,33098,Paderborn,DE,49,1075825152,,,
Tierärztliche Praxis für Kleintiere Amelie Ratjen,Georg-Sasse-Str. 16,22949,Ammersbek / Lottbek,DE,49,1701931563,,,
Naturheilpraxis Dörte Hiller,Am Steiger 16,55743,Idar-Oberstein (Göttschied),DE,49,1798258038,,,
Aus Liebe zur Haut Wellness & SPA,Oberamteistraße 1,88348,Bad Saulgau,DE,49,3151805170,,,
Wellness und Figur GmbH & Co KG,Hackenbühlstr. 10 a,92670,Windischeschenbach,DE,49,4747548178,,,
Brazilian Body Style,Blarerplatz 2 (Eingang via Strohstraße 14),73728,Esslingen am Neckar,DE,49,1744633556,,,
Saunaclub Chateau,Robert-Bosch-Straße 21,37154,Northeim,DE,49,1738394958,,,
"Podologie Schauff, Inhaberin: Svitlana Schauff",Hindenburgstr. 47,41352,Korschenbroich,DE,49,581759971281,,,
FKK Paradies,Am Stollberg 49,99085,Erfurt,DE,49,4712028174,,,
Zahnarztpraxis Ulrich C. Degner,Glarner Straße 57,12205,Berlin,DE,49,1741119420,,,
Zahnarztpraxis am Goetheplatz,Lindwurmstr. 103,80337,München,DE,49,1601089326,,,
Zahnarztpraxis Dr. med. dent. Jan Behem,Wandsbeker Marktstraße 115,22041,Hamburg,DE,49,1785878739,,,
Südtirol Dental Clinic GmbH,Marktstrasse 12,39021,Latsch,DE,49,1788371714,,,
Zahnarztpraxis Dr. Gericke M. Sc. & Praxisteam,Reichenberger Str. 3,13055,Berlin,DE,49,1758319766,,,
Münzhandel Thomas Göbel e.K.,Gustav-Nachtigal-Straße 4A,67659,Kaiserslautern,DE,49,1772545555,,,
Wilhelm Sellschopp GmbH,Rosenstraße 11,20095,Hamburg,DE,49,1759625815,,,
Richter Spielgeräte GmbH,Simsseestraße 29,83112,Frasdorf,DE,49,1751060205,,,
Hugo Frosch GmbH,Hohenraunauer Str. 20,86480,Aletshausen,DE,49,1767748660,,,
Kunst & Dekor,Karlstrasse 13,88239,Wangen im Allgäu,DE,49,1709113610,,,
BHS - Bauelemente Handel Service GmbH,Lindahlstraße 4,97070,Würzburg,DE,49,1728599259,,,
Leitern Wagner – Markus Kläs,Marktstr. 15,66538,Neunkirchen,DE,49,1781505694,,,
"Heimwerkerbedarf Ritter, Inh. Andy Ritter",Marktstr. 1,8606,Oelsnitz,DE,49,1740532962,,,
Dobermann GmbH & Co. KG,Haus Uhlenkotten 8,48159,Münster,DE,49,1529032110,,,
KLP Baumaschinen GmbH,Vorwerkstraße 8,95326,Kulmbach,DE,49,1709666455,,,
Paletten-Express Handels-GmbH,Lindenallee 36,63869,Heigenbrücken,DE,49,7060869179,,,
Econ Werkstattausrüstungs GmbH,Märkerstr. 15,56307,Dernbach,DE,49,816,,,
Cosilana Naturwäsche GmbH,Bruppenweg 8,72351,Hechingen-Schlatt,DE,49,1739772266,,,
Transpack GmbH,Blohmstraße 31,21079,Hamburg,DE,49,1789825801,,,
GEBR. RUNDE GmbH,Wendenstraße 440,20537,Hamburg,DE,49,1784502398,,,
NOA NOA Shop Ulm,Herrenkellergasse 12,89073,Ulm,DE,49,1742367747,,,
SIS-Licht GmbH & Co. KG,Rudolf-Diesel-Strasse 4,97424,Schweinfurt,DE,49,1607963971,,,
Leuchtenhaus Jung,Düsseldorfer Str. 56,40667,Meerbusch,DE,49,1794650798,,,
we lite Lichtstudio GmbH,Herrngasse 383,84028,Landshut,DE,49,1727988041,,,
"Kurt Albert Röhr e.K., Inhaber: Eckhard Röhr",Erasmusstr. 18-19,10553,Berlin,DE,49,1721110924,,,
Giesecke Licht + Design GmbH,Zum See 4,24223,Schwentinental,DE,49,1750504882,,,
LED2WORK GmbH,Stuttgarter Straße 13a,75179,Pforzheim,DE,49,1763362636,,,
Lichtcompany Kay Hirschmann GmbH,Laubenweg 27,90765,Fürth,DE,49,961727153690,,,
Escale Möbel & Leuchten GmbH,Tannenweg 6,74838,Limbach,DE,49,1796150280,,,
"Heinrich Welge, Inhaberin: Regina Rosenbaum e.K.",Burgdorferstr. 11-15,31275,Lehrte,DE,49,1790662336,,,
BNP Brinkmann GmbH & Co. KG,Kreimershoek 11,48477,Hörstel-Bevergern,DE,49,1521871614,,,
Boots-Berg,Strelitzer Str. 36,17258,Feldberger Seenlandschaft,DE,49,17970435,,,
Segelmacherei Boldt,Körkwitzer Weg 25,18311,Ribnitz-Damgarten,DE,49,3461415178,,,
Bootshaus Roll,Dorfaue 6-7,15738,Zeuthen,DE,49,1754015823,,,
Bootswerft Krieg GmbH & Co. KG,Jachtstraße 1,77866,Rheinau-Freistett,DE,49,1521717257,,,
Bootsvermietung Radolfzell,Karl-Wolf-Straße 9,78315,Radolfzell,DE,49,1707041760,,,
Wümme Kanuvermietung,Schmiedeberg 37,27389,Lauenbrück,DE,49,1522895595,,,
Barkassenvermietung Rieck,"St. Pauli Landungsbrücken, Brücke 7",20359,Hamburg,DE,49,6542769160,,,
"bokon, Inhaber: Matthias Gorsky",Südlohner Bergmark 30,49393,Lohne,DE,49,1732567023,,,
BR Technik Kontor GmbH,Mühlenstraße 12,24986,Mittelangeln OT Satrup,DE,49,1775177835,,,
LINEABÜRO Mobles Einrichtungs GmbH,Uhlandstraße 190,10623,Berlin - Charlottenburg,DE,49,1748177371,,,
Acarta GmbH,Milbertshofener Str. 92,80807,München,DE,49,1608925793,,,
Walter Furrer Musterkartenfabrikation,Kunissastraße 13,86911,Diessen,DE,49,1527714866,,,
PREFORM GmbH,Esbacher Weg 15,91555,Feuchtwangen,DE,49,1744882137,,,
Büro + Objekteinrichtungen Koller GmbH,Häfenweg 22,76287,Rheinstetten,DE,49,1789665516,,,
Mende Bürotechnik e.K,Bischofsweg 5,1097,Dresden,DE,49,1703669439,,,
Papier- und Bürobedarf Angela Schütze,Bautzner Straße 2,1917,Kamenz,DE,49,1759720124,,,
Grinbold-Jodag GmbH,Amerdinger Straße 16,89561,Dischingen-Eglingen,DE,49,1700057903,,,
CamperClean GmbH,Am Halswick 16,46514,Schermbeck,DE,49,1731249987,,,
Demmer - Haus der Geschenke KG,Wirichsbongardstraße 1-3,52062,Aachen,DE,49,1795820075,,,
Der Wachszieher am Dom Franz Fürst e.K,Thiereckstr. 2,80331,München,DE,49,1726095906,,,
Akzente im Kaisers vis a vis GmbH,Friedenstraße 13,17424,Seebad Heringsdorf,DE,49,22472,,,
Agentur für Saisonprodukte Best Season GmbH,Gutenbergstr.1,31157,Sarstedt,DE,49,1766933301,,,
deko-sign gmbh,Am Kugelfang 20,82256,Fürstenfeldbruck,DE,49,111798322950,,,
Tannenhof Jung OHG,Holzhausenerstr. 1,16845,Zernitz-Lohm,DE,49,1754765095,,,
"Rad Ab!, Inhaber: Max Dahlke",Robert Koch Strasse 31,24937,Flensburg,DE,49,1737664496,,,
Velocelli,Petersburger Straße 91,10247,Berlin,DE,49,1730500836,,,
Zweiradhaus Maier,Beim Brückentor 5,70839,Gerlingen,DE,49,1799080915,,,
"Dirks Fahrräder & Mehr, Inh. Alexandra Rupprecht",Wettgasse 30,71101,Schönaich,DE,49,1726871810,,,
"Zweiradhütte, Inh. Marcus Krentzel",Sülzburg Str. 162,50937,Köln,DE,49,1526599049,,,
Bartels-bikes GmbH,Oberneulander Landstr. 39,28355,Bremen,DE,49,1781819086,,,
"Fahrradfachgeschäft Meyer, Inh. Andreas u. Mathias Meyer GbR",Heiligenstädter Str. 49,37327,Leinefelde,DE,49,1527653757,,,
Fliesen Wangler GmbH,Rheinauenstr. 2/1,79415,Bad Bellingen,DE,49,1520482369,,,
"Fliesendesign Hill, Inh. Sascha Hill",Rodlandstr. 12,67716,Heltersberg,DE,49,1738360230,,,
Papas GmbH,Immenburgstr. 31,53121,Bonn,DE,49,1773809633,,,
Cotto Hof,Marienstr. 58,41836,Hückelhoven-Hilfarth,DE,49,1734479862,,,
Platten-König Wipperfürth GmbH,Alte Papiermühle 3a,51688,Wipperfürth-Hämmern,DE,49,1527240172,,,
CERAMICA-FLIESENDESIGN,Teerofen 6a,17237,Godendorf (bei Neustrelitz),DE,49,5789777173,,,
Artes Plus KG d. Buchschwenter Christoph & Co,Ifingerstraße 2/A,39010,Tscherms (BZ),DE,49,2973259178,,,
A. Schapke Kühl u. Klimaanlagen GmbH,Wiekhorner Heuweg 46,27753,Delmenhorst,DE,49,1760027334,,,
"Ihr Küchenpartner Willmann, Inh. Daniel Willmann",Scheelenkamp 6,49163,Hunteburg,DE,49,1746457939,,,
"D. Bachteler, Inh. Dieter Bachteler",Obere Bergstraße 6,75335,Dobel,DE,49,176560632,,,
"HMH Hülsmann, Inh: Heinz Hülsmann",Am Steintor 1,48167,Münster,DE,49,1523496331,,,
